Probe Set ID,Gene Symbol G,Entrez Gene,IDENTIFIER
201069_at,MMP2,4313,MMP2
201070_x_at,SF3B1,23451,SF3B1
201071_x_at,SF3B1,23451,SF3B1
201072_s_at,SMARCC1,6599,SMARCC1
201073_s_at,SMARCC1,6599,SMARCC1
201074_at,SMARCC1,6599,SMARCC1
201075_s_at,SMARCC1,6599,SMARCC1
201076_at,NHP2L1,4809,SNU13
201077_s_at,ANXA2 /// NHP2L1,302 /// 4809,SNU13
201078_at,TM9SF2,9375,TM9SF2
201079_at,SYNGR2,9144,SYNGR2
201080_at,PIP4K2B,8396,PIP4K2B
201081_s_at,PIP4K2B,8396,PIP4K2B
201082_s_at,DCTN1,1639,SLC4A5
201083_s_at,BCLAF1,9774,BCLAF1
201084_s_at,BCLAF1,9774,BCLAF1
201085_s_at,SON,6651,SON
201086_x_at,SON,6651,SON
201087_at,PXN,5829,PXN
201088_at,KPNA2,3838,KPNA2
201089_at,ATP6V1B2,526,ATP6V1B2
201090_x_at,TUBA1B,10376,TUBA1B
201091_s_at,CBX3,11335,CBX3
201092_at,RBBP7,5931,RBBP7
201093_x_at,SDHA,6389,SDHA
201094_at,RPS29,6235,RPS29
201095_at,DAP,1611,DAP
201096_s_at,ARF4,378,ARF4
201097_s_at,ARF4,378,ARF4
201098_at,COPB2,9276,COPB2
201099_at,USP9X,8239,USP9X
201100_s_at,USP9X,8239,USP9X
201101_s_at,BCLAF1,9774,BCLAF1
201102_s_at,PFKL,5211,PFKL
201103_x_at,LOC101059961 /// LOC101060202 /// LOC101060226 /// LOC101060362 /// LOC101060531 /// LOC101060684 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF15 /// NBPF16 /// NBPF24 /// NBPF7 /// NBPF8 /// NBPF9,149013 /// 200030 /// 284565 /// 343505 /// 400818 /// 728841 /// 728912 /// 728936 /// 100132406 /// 101059961 /// 101060202 /// 101060226 /// 101060362 /// 101060531 /// 101060684,NBPF20
201104_x_at,LOC100288142 /// LOC101059961 /// LOC101060202 /// LOC101060226 /// LOC101060362 /// LOC101060531 /// LOC101060684 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF24 /// NBPF7 /// NBPF8 /// NBPF9,25832 /// 149013 /// 200030 /// 284565 /// 343505 /// 400818 /// 728841 /// 728912 /// 728936 /// 100132406 /// 100288142 /// 101059961 /// 101060202 /// 101060226 /// 101060362 /// 101060531 /// 101060684,NBPF25P
201105_at,LGALS1,3956,LGALS1
201106_at,GPX4,2879,GPX4
201107_s_at,THBS1,7057,THBS1
201108_s_at,THBS1,7057,THBS1
201109_s_at,THBS1,7057,THBS1
201110_s_at,THBS1,7057,THBS1
201111_at,CSE1L,1434,CSE1L
201112_s_at,CSE1L,1434,CSE1L
201113_at,TUFM,7284,TUFM
201114_x_at,PSMA7,5688,PSMA7
201115_at,POLD2,5425,POLD2
201116_s_at,CPE,1363,CPE
201117_s_at,CPE,1363,CPE
201118_at,PGD,5226,PGD
201119_s_at,COX8A,1351,COX8A
201120_s_at,PGRMC1,10857,PGRMC1
201121_s_at,PGRMC1,10857,PGRMC1
201122_x_at,EIF5A,1984,EIF5A
201123_s_at,EIF5A,1984,EIF5A
201124_at,ITGB5,3693,ITGB5
201125_s_at,ITGB5,3693,ITGB5
201126_s_at,MGAT1,4245,MGAT1
201127_s_at,ACLY,47,ACLY
201128_s_at,ACLY,47,ACLY
201129_at,SRSF7,6432,SRSF7
201130_s_at,CDH1,999,CDH1
201131_s_at,CDH1,999,CDH1
201132_at,HNRNPH2 /// RPL36A-HNRNPH2,3188 /// 100529097,RPL36A-HNRNPH2
201133_s_at,PJA2,9867,PJA2
201134_x_at,COX7C,1350,COX7C
201135_at,ECHS1,1892,ECHS1
201136_at,PLP2,5355,PLP2
201137_s_at,HLA-DPB1,3115,HLA-DPB1
201138_s_at,SSB,6741,SSB
201139_s_at,SSB,6741,SSB
201140_s_at,RAB5C,5878,RAB5C
201141_at,GPNMB,10457,GPNMB
201142_at,EIF2S1,1965,EIF2S1
201143_s_at,EIF2S1,1965,EIF2S1
201144_s_at,EIF2S1,1965,EIF2S1
201145_at,HAX1,10456,HAX1
201146_at,NFE2L2,4780,NFE2L2
201147_s_at,TIMP3,7078,TIMP3
201148_s_at,TIMP3,7078,TIMP3
201149_s_at,TIMP3,7078,TIMP3
201150_s_at,TIMP3,7078,TIMP3
201151_s_at,MBNL1,4154,MBNL1
201152_s_at,MBNL1,4154,MBNL1
201153_s_at,MBNL1,4154,MBNL1
201154_x_at,RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,6124 /// 595097 /// 595098 /// 595099 /// 595100,SNORD18C
201155_s_at,MFN2,9927,MFN2
201156_s_at,RAB5C,5878,RAB5C
201157_s_at,NMT1,4836,NMT1
201158_at,NMT1,4836,NMT1
201159_s_at,NMT1,4836,NMT1
201160_s_at,YBX3,8531,YBX3
201161_s_at,YBX3,8531,YBX3
201162_at,IGFBP7,3490,IGFBP7
201163_s_at,IGFBP7,3490,IGFBP7
201164_s_at,PUM1,9698,PUM1
201165_s_at,PUM1,9698,PUM1
201166_s_at,PUM1,9698,PUM1
201167_x_at,ARHGDIA,396,ARHGDIA
201168_x_at,ARHGDIA,396,ARHGDIA
201169_s_at,BHLHE40,8553,BHLHE40
201170_s_at,BHLHE40,8553,BHLHE40
201171_at,ATP6V0E1,8992,ATP6V0E1
201172_x_at,ATP6V0E1,8992,ATP6V0E1
201173_x_at,NUDC,10726,NUDC
201174_s_at,TERF2IP,54386,TERF2IP
201175_at,TMX2,51075,TMX2
201176_s_at,ARCN1,372,ARCN1
201177_s_at,UBA2,10054,UBA2
201178_at,FBXO7,25793,FBXO7
201179_s_at,GNAI3,2773,GNAI3
201180_s_at,GNAI3,2773,GNAI3
201181_at,GNAI3,2773,GNAI3
201182_s_at,CHD4,1108,CHD4
201183_s_at,CHD4,1108,CHD4
201184_s_at,CHD4,1108,CHD4
201185_at,HTRA1,5654,HTRA1
201186_at,LRPAP1,4043,LRPAP1
201187_s_at,ITPR3,3710,ITPR3
201188_s_at,ITPR3,3710,ITPR3
201189_s_at,ITPR3,3710,ITPR3
201190_s_at,PITPNA,5306,PITPNA
201191_at,PITPNA,5306,PITPNA
201192_s_at,PITPNA,5306,PITPNA
201193_at,IDH1,3417,IDH1
201194_at,SEPW1,6415,SEPW1
201195_s_at,SLC7A5,8140,SLC7A5
201196_s_at,AMD1,262,AMD1
201197_at,AMD1,262,AMD1
201198_s_at,PSMD1,5707,PSMD1
201199_s_at,PSMD1,5707,PSMD1
201200_at,CREG1,8804,CREG1
201201_at,CSTB,1476,CSTB
201202_at,PCNA,5111,PCNA
201203_s_at,RRBP1,6238,RRBP1
201204_s_at,RRBP1,6238,RRBP1
201205_at,---,---,RRBP1
201206_s_at,RRBP1,6238,RRBP1
201207_at,TNFAIP1,7126,TNFAIP1
201208_s_at,TNFAIP1,7126,TNFAIP1
201209_at,HDAC1,3065,HDAC1
201210_at,DDX3X,1654,DDX3X
201211_s_at,DDX3X,1654,DDX3X
201212_at,LGMN,5641,LGMN
201213_at,PPP1R7,5510,PPP1R7
201214_s_at,PPP1R7,5510,PPP1R7
201215_at,PLS3,5358,PLS3
201216_at,ERP29,10961,ERP29
201217_x_at,RNU86 /// RPL3 /// SNORD83B,6122 /// 116936 /// 116938,SNORD83B
201218_at,CTBP2,1488,CTBP2
201219_at,CTBP2,1488,CTBP2
201220_x_at,CTBP2,1488,CTBP2
201221_s_at,SNRNP70,6625,SNRNP70
201222_s_at,RAD23B,5887,RAD23B
201223_s_at,RAD23B,5887,RAD23B
201224_s_at,SRRM1,10250,SRRM1
201225_s_at,SRRM1,10250,SRRM1
201226_at,NDUFB8,4714,NDUFB8
201227_s_at,NDUFB8,4714,NDUFB8
201228_s_at,ARIH2,10425,ARIH2
201229_s_at,ARIH2,10425,ARIH2
201230_s_at,ARIH2,10425,ARIH2
201231_s_at,ENO1,2023,ENO1
201232_s_at,PSMD13,5719,PSMD13
201233_at,PSMD13,5719,PSMD13
201234_at,ILK,3611,ILK
201235_s_at,BTG2,7832,BTG2
201236_s_at,BTG2,7832,BTG2
201237_at,CAPZA2,830,CAPZA2
201238_s_at,CAPZA2,830,CAPZA2
201239_s_at,SPCS2,9789,SPCS2
201240_s_at,SPCS2,9789,SPCS2
201241_at,DDX1,1653,DDX1
201242_s_at,ATP1B1,481,ATP1B1
201243_s_at,ATP1B1,481,ATP1B1
201244_s_at,RAF1,5894,RAF1
201245_s_at,OTUB1,55611,LOC101927673
201246_s_at,OTUB1,55611,LOC101927673
201247_at,SREBF2,6721,SREBF2
201248_s_at,SREBF2,6721,SREBF2
201249_at,SLC2A1,6513,SLC2A1
201250_s_at,SLC2A1,6513,SLC2A1
201251_at,PKM,5315,PKM
201252_at,PSMC4,5704,PSMC4
201253_s_at,CDIPT,10423,CDIPT
201254_x_at,RPS6,6194,RPS6
201255_x_at,BAG6,7917,BAG6
201256_at,COX7A2L,9167,COX7A2L
201257_x_at,RPS3A /// SNORD73A,6189 /// 8944,SNORD73A
201258_at,RPS16,6217,RPS16
201259_s_at,SYPL1,6856,SYPL1
201260_s_at,SYPL1,6856,SYPL1
201261_x_at,BGN,633,BGN
201262_s_at,BGN,633,BGN
201263_at,TARS,6897,TARS
201264_at,COPE,11316,COPE
201265_at,---,---,AF119897
201266_at,TXNRD1,7296,TXNRD1
201267_s_at,PSMC3,5702,PSMC3
201268_at,NME1-NME2 /// NME2,4831 /// 654364,NME1-NME2
201269_s_at,NUDCD3,23386,NUDCD3
201270_x_at,NUDCD3,23386,NUDCD3
201271_s_at,RALY,22913,RALY
201272_at,AKR1B1,231,AKR1B1
201273_s_at,SRP9,6726,SRP9
201274_at,PSMA5,5686,PSMA5
201275_at,FDPS,2224,FDPS
201276_at,RAB5B,5869,RAB5B
201277_s_at,HNRNPAB,3182,HNRNPAB
201278_at,DAB2,1601,LOC101926921
201279_s_at,DAB2,1601,LOC101926921
201280_s_at,DAB2,1601,LOC101926921
201281_at,ADRM1,11047,ADRM1
201282_at,OGDH,4967,OGDH
201283_s_at,TRAK1,22906,TRAK1
201284_s_at,APEH,327,APEH
201285_at,MKRN1,23608,MKRN1
201286_at,SDC1,6382,SDC1
201287_s_at,SDC1,6382,SDC1
201288_at,ARHGDIB,397,ARHGDIB
201289_at,CYR61,3491,CYR61
201290_at,SEC11A,23478,SEC11A
201291_s_at,TOP2A,7153,TOP2A
201292_at,TOP2A,7153,TOP2A
201293_x_at,LOC101060363 /// PPIA,5478 /// 101060363,LOC101060363
201294_s_at,WSB1,26118,WSB1
201295_s_at,WSB1,26118,WSB1
201296_s_at,WSB1,26118,WSB1
201297_s_at,MOB1A,55233,MOB1A
201298_s_at,MOB1A,55233,MOB1A
201299_s_at,MOB1A,55233,MOB1A
201300_s_at,PRNP,5621,PRNP
201301_s_at,ANXA4,307,ANXA4
201302_at,ANXA4,307,ANXA4
201303_at,EIF4A3,9775,EIF4A3
201304_at,NDUFA5,4698,NDUFA5
201305_x_at,ANP32B,10541,ANP32B
201306_s_at,ANP32B,10541,ANP32B
201307_at,/SEPT11,55752,11-Sep
201308_s_at,/SEPT11,55752,11-Sep
201309_x_at,NREP,9315,NREP
201310_s_at,NREP,9315,NREP
201311_s_at,SH3BGRL,6451,SH3BGRL
201312_s_at,SH3BGRL,6451,SH3BGRL
201313_at,ENO2,2026,ENO2
201314_at,STK25,10494,STK25
201315_x_at,IFITM2,10581,IFITM2
201316_at,PSMA2,5683,PSMA2
201317_s_at,PSMA2,5683,PSMA2
201318_s_at,MYL12A /// MYL12B,10627 /// 103910,MYL12B
201319_at,MYL12A,10627,MYL12A
201320_at,SMARCC2,6601,SMARCC2
201321_s_at,SMARCC2,6601,SMARCC2
201322_at,ATP5B,506,ATP5B
201323_at,EBNA1BP2,10969,MIR6733
201324_at,EMP1,2012,EMP1
201325_s_at,EMP1,2012,EMP1
201326_at,CCT6A,908,CCT6A
201327_s_at,CCT6A,908,CCT6A
201328_at,ETS2,2114,ETS2
201329_s_at,ETS2,2114,ETS2
201330_at,RARS,5917,RARS
201331_s_at,STAT6,6778,STAT6
201332_s_at,STAT6,6778,STAT6
201333_s_at,ARHGEF12,23365,ARHGEF12
201334_s_at,ARHGEF12,23365,ARHGEF12
201335_s_at,ARHGEF12,23365,ARHGEF12
201336_at,VAMP3,9341,VAMP3
201337_s_at,VAMP3,9341,VAMP3
201338_x_at,GTF3A,2971,GTF3A
201339_s_at,SCP2,6342,SCP2
201340_s_at,ENC1,8507,ENC1
201341_at,ENC1,8507,ENC1
201342_at,SNRPC,6631,SNRPC
201343_at,UBE2D2,7322,UBE2D2
201344_at,UBE2D2,7322,UBE2D2
201345_s_at,UBE2D2,7322,UBE2D2
201346_at,ADIPOR2,79602,ADIPOR2
201347_x_at,GRHPR,9380,GRHPR
201348_at,GPX3,2878,GPX3
201349_at,SLC9A3R1,9368,SLC9A3R1
201350_at,FLOT2,2319,FLOT2
201351_s_at,YME1L1,10730,YME1L1
201352_at,YME1L1,10730,YME1L1
201353_s_at,BAZ2A,11176,BAZ2A
201354_s_at,BAZ2A,11176,BAZ2A
201355_s_at,BAZ2A,11176,BAZ2A
201356_at,SF3A1,10291,SF3A1
201357_s_at,SF3A1,10291,SF3A1
201358_s_at,COPB1,1315,COPB1
201359_at,COPB1,1315,COPB1
201360_at,CST3,1471,CST3
201361_at,TMEM109,79073,TMEM109
201362_at,IVNS1ABP,10625,IVNS1ABP
201363_s_at,IVNS1ABP,10625,IVNS1ABP
201364_s_at,OAZ2,4947,OAZ2
201365_at,OAZ2,4947,OAZ2
201366_at,ANXA7,310,ANXA7
201367_s_at,ZFP36L2,678,ZFP36L2
201368_at,ZFP36L2,678,ZFP36L2
201369_s_at,ZFP36L2,678,ZFP36L2
201370_s_at,CUL3,8452,CUL3
201371_s_at,CUL3,8452,CUL3
201372_s_at,CUL3,8452,CUL3
201373_at,PLEC,5339,PLEC
201374_x_at,PPP2CB,5516,PPP2CB
201375_s_at,PPP2CB,5516,PPP2CB
201376_s_at,HNRNPF,3185,HNRNPF
201377_at,UBAP2L,9898,UBAP2L
201378_s_at,UBAP2L,9898,UBAP2L
201379_s_at,TPD52L2,7165,TPD52L2
201380_at,CRTAP /// LOC100653071,10491 /// 100653071,CRTAP
201381_x_at,CACYBP,27101,CACYBP
201382_at,CACYBP,27101,CACYBP
201383_s_at,NBR1,4077,NBR1
201384_s_at,NBR1,4077,NBR1
201385_at,DHX15,1665,DHX15
201386_s_at,DHX15,1665,DHX15
201387_s_at,UCHL1,7345,UCHL1
201388_at,PSMD3,5709,PSMD3
201389_at,ITGA5,3678,ITGA5
201390_s_at,CSNK2B,1460,CSNK2B
201391_at,TRAP1,10131,TRAP1
201392_s_at,IGF2R,3482,IGF2R
201393_s_at,IGF2R,3482,IGF2R
201394_s_at,RBM5,10181,RBM5
201395_at,RBM5,10181,RBM5
201396_s_at,SGTA,6449,SGTA
201397_at,PHGDH,26227,PHGDH
201398_s_at,TRAM1,23471,TRAM1
201399_s_at,TRAM1,23471,TRAM1
201400_at,PSMB3,5691,PSMB3
201401_s_at,ADRBK1,156,GRK2
201402_at,ADRBK1,156,GRK2
201403_s_at,LOC100505828 /// MGST3,4259 /// 100505828,MGST3
201404_x_at,PSMB2,5690,PSMB2
201405_s_at,COPS6,10980,COPS6
201406_at,RPL36A /// RPL36A-HNRNPH2,6173 /// 100529097,RPL36A-HNRNPH2
201407_s_at,PPP1CB,5500,PPP1CB
201408_at,PPP1CB,5500,PPP1CB
201409_s_at,PPP1CB,5500,PPP1CB
201410_at,PLEKHB2,55041,PLEKHB2
201411_s_at,PLEKHB2,55041,PLEKHB2
201412_at,LRP10,26020,LRP10
201413_at,HSD17B4,3295,HSD17B4
201414_s_at,NAP1L4,4676,NAP1L4
201415_at,GSS,2937,GSS
201416_at,SOX4,6659,SOX4
201417_at,SOX4,6659,SOX4
201418_s_at,SOX4,6659,SOX4
201419_at,BAP1,8314,BAP1
201420_s_at,WDR77,79084,WDR77
201421_s_at,WDR77,79084,WDR77
201422_at,IFI30 /// PIK3R2,5296 /// 10437,IFI30
201423_s_at,CUL4A,8451,CUL4A
201424_s_at,CUL4A,8451,CUL4A
201425_at,ALDH2,217,ALDH2
201426_s_at,VIM,7431,VIM
201427_s_at,SEPP1,6414,SEPP1
201428_at,CLDN4 /// LOC100996451,1364 /// 100996451,CLDN4
201429_s_at,RPL37A,6168,RPL37A
201430_s_at,DPYSL3,1809,DPYSL3
201431_s_at,DPYSL3,1809,DPYSL3
201432_at,CAT,847,CAT
201433_s_at,PTDSS1,9791,PTDSS1
201434_at,TTC1,7265,TTC1
201435_s_at,EIF4E,1977,EIF4E
201436_at,EIF4E,1977,EIF4E
201437_s_at,EIF4E,1977,EIF4E
201438_at,COL6A3,1293,COL6A3
201439_at,GBF1,8729,GBF1
201440_at,DDX23,9416,DDX23
201441_at,COX6B1,1340,COX6B1
201442_s_at,ATP6AP2,10159,ATP6AP2
201443_s_at,ATP6AP2,10159,ATP6AP2
201444_s_at,ATP6AP2,10159,ATP6AP2
201445_at,CNN3,1266,CNN3
201446_s_at,TIA1,7072,TIA1
201447_at,TIA1,7072,TIA1
201448_at,TIA1,7072,TIA1
201449_at,TIA1,7072,TIA1
201450_s_at,TIA1,7072,TIA1
201451_x_at,RHEB,6009,RHEB
201452_at,RHEB,6009,RHEB
201453_x_at,RHEB,6009,RHEB
201454_s_at,NPEPPS,9520,NPEPPS
201455_s_at,NPEPPS,9520,NPEPPS
201456_s_at,BUB3,9184,BUB3
201457_x_at,BUB3,9184,BUB3
201458_s_at,BUB3,9184,BUB3
201459_at,RUVBL2,10856,RUVBL2
201460_at,MAPKAPK2,9261,MAPKAPK2
201461_s_at,MAPKAPK2,9261,MAPKAPK2
201462_at,SCRN1,9805,SCRN1
201463_s_at,TALDO1,6888,TALDO1
201464_x_at,JUN,3725,JUN
201465_s_at,JUN,3725,JUN
201466_s_at,JUN,3725,JUN
201467_s_at,NQO1,1728,NQO1
201468_s_at,NQO1,1728,NQO1
201469_s_at,SHC1,6464,SHC1
201470_at,GSTO1,9446,GSTO1
201471_s_at,SQSTM1,8878,SQSTM1
201472_at,VBP1,7411,VBP1
201473_at,JUNB,3726,JUNB
201474_s_at,ITGA3,3675,ITGA3
201475_x_at,MARS,4141,MIR6758
201476_s_at,RRM1,6240,RRM1
201477_s_at,RRM1,6240,RRM1
201478_s_at,DKC1 /// MIR644B /// SNORA56,1736 /// 677835 /// 100847052,MIR664B
201479_at,DKC1 /// MIR644B /// SNORA56,1736 /// 677835 /// 100847052,MIR664B
201480_s_at,SUPT5H,6829,SUPT5H
201481_s_at,PYGB,5834,PYGB
201482_at,QSOX1,5768,QSOX1
201483_s_at,SUPT4H1,6827,SUPT4H1
201484_at,SUPT4H1,6827,SUPT4H1
201485_s_at,RCN2,5955,RCN2
201486_at,RCN2,5955,RCN2
201487_at,CTSC,1075,CTSC
201488_x_at,KHDRBS1,10657,KHDRBS1
201489_at,PPIF,10105,PPIF
201490_s_at,PPIF,10105,PPIF
201491_at,AHSA1,10598,AHSA1
201492_s_at,RPL41,6171,RPL41
201493_s_at,PUM2,23369,PUM2
201494_at,PRCP,5547,PRCP
201495_x_at,MYH11,4629,MYH11
201496_x_at,MYH11,4629,MYH11
201497_x_at,MYH11,4629,MYH11
201498_at,USP7,7874,USP7
201499_s_at,USP7,7874,USP7
201500_s_at,PPP1R11,6992,PPP1R11
201501_s_at,GRSF1,2926,GRSF1
201502_s_at,NFKBIA,4792,NFKBIA
201503_at,G3BP1,10146,G3BP1
201504_s_at,TSN,7247,TSN
201505_at,LAMB1,3912,LAMB1
201506_at,TGFBI,7045,TGFBI
201507_at,PFDN1,5201,PFDN1
201508_at,IGFBP4,3487,IGFBP4
201509_at,IDH3B,3420,IDH3B
201510_at,ELF3,1999,ELF3
201511_at,AAMP,14,AAMP
201512_s_at,TOMM70A,9868,TOMM70
201513_at,TSN,7247,TSN
201514_s_at,G3BP1,10146,G3BP1
201515_s_at,TSN,7247,TSN
201516_at,SRM,6723,SRM
201517_at,NCBP2,22916,NCBP2
201518_at,CBX1,10951,CBX1
201519_at,TOMM70A,9868,TOMM70
201520_s_at,GRSF1,2926,GRSF1
201521_s_at,NCBP2,22916,NCBP2
201522_x_at,PAR-SN /// SNORD107 /// SNRPN /// SNURF,6638 /// 8926 /// 91380 /// 347746,SNURF
201523_x_at,UBE2N,7334,UBE2N
201524_x_at,UBE2N,7334,UBE2N
201525_at,APOD,347,APOD
201526_at,ARF5,381,ARF5
201527_at,ATP6V1F,9296,LOC101927180
201528_at,RPA1,6117,RPA1
201529_s_at,RPA1,6117,RPA1
201530_x_at,EIF4A1 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,1973 /// 26781 /// 652965 /// 652966 /// 100533955,LOC101928634
201531_at,ZFP36,7538,ZFP36
201532_at,PSMA3,5684,PSMA3
201533_at,CTNNB1,1499,CTNNB1
201534_s_at,UBL3,5412,UBL3
201535_at,UBL3,5412,UBL3
201536_at,DUSP3,1845,DUSP3
201537_s_at,DUSP3,1845,DUSP3
201538_s_at,DUSP3,1845,DUSP3
201539_s_at,FHL1,2273,FHL1
201540_at,FHL1,2273,FHL1
201541_s_at,ZNHIT1,10467,ZNHIT1
201542_at,SAR1A,56681,SAR1A
201543_s_at,SAR1A,56681,SAR1A
201544_x_at,BCL2L2-PABPN1 /// PABPN1,8106 /// 100529063,BCL2L2-PABPN1
201545_s_at,BCL2L2-PABPN1 /// PABPN1,8106 /// 100529063,BCL2L2-PABPN1
201546_at,TRIP12,9320,TRIP12
201547_at,KDM5B,10765,KDM5B
201548_s_at,KDM5B,10765,KDM5B
201549_x_at,KDM5B,10765,KDM5B
201550_x_at,ACTG1,71,ACTG1
201551_s_at,LAMP1,3916,LAMP1
201552_at,LAMP1,3916,LAMP1
201553_s_at,LAMP1,3916,LAMP1
201554_x_at,GYG1,2992,GYG1
201555_at,MCM3,4172,MCM3
201556_s_at,VAMP2,6844,VAMP2
201557_at,VAMP2,6844,VAMP2
201558_at,RAE1,8480,RAE1
201559_s_at,CLIC4,25932,CLIC4
201560_at,CLIC4,25932,CLIC4
201561_s_at,CLSTN1,22883,CLSTN1
201562_s_at,SORD,6652,SORD
201563_at,SORD,6652,SORD
201564_s_at,FSCN1,6624,FSCN1
201565_s_at,ID2,3398,ID2
201566_x_at,ID2,3398,ID2
201567_s_at,GOLGA4,2803,GOLGA4
201568_at,UQCRQ,27089,UQCRQ
201569_s_at,SAMM50,25813,SAMM50
201570_at,SAMM50,25813,SAMM50
201571_s_at,DCTD,1635,DCTD
201572_x_at,DCTD,1635,DCTD
201573_s_at,ETF1,2107,ETF1
201574_at,ETF1,2107,ETF1
201575_at,SNW1,22938,SNW1
201576_s_at,GLB1,2720,TMPPE
201577_at,NME1,4830,NME1
201578_at,PODXL,5420,PODXL
201579_at,FAT1,2195,FAT1
201580_s_at,TMX4,56255,TMX4
201581_at,TMX4,56255,TMX4
201582_at,SEC23B,10483,SEC23B
201583_s_at,SEC23B,10483,SEC23B
201584_s_at,DDX39A,10212,DDX39A
201585_s_at,LOC100996496 /// SFPQ,6421 /// 100996496,SFPQ
201586_s_at,LOC100996496 /// SFPQ,6421 /// 100996496,SFPQ
201587_s_at,IRAK1,3654,IRAK1
201588_at,TXNL1,9352,TXNL1
201589_at,SMC1A,8243,SMC1A
201590_x_at,ANXA2,302,ANXA2
201591_s_at,NISCH,11188,NISCH
201592_at,EIF3H,8667,EIF3H
201593_s_at,ZC3H15,55854,ZC3H15
201594_s_at,PPP4R1,9989,PPP4R1
201595_s_at,ZC3H15,55854,ZC3H15
201596_x_at,KRT18,3875,KRT18
201597_at,COX7A2,1347,COX7A2
201598_s_at,INPPL1,3636,INPPL1
201599_at,OAT,4942,OAT
201600_at,PHB2,11331,PHB2
201601_x_at,IFITM1 /// IFITM2,8519 /// 10581,IFITM2
201602_s_at,PPP1R12A,4659,PPP1R12A
201603_at,PPP1R12A,4659,PPP1R12A
201604_s_at,PPP1R12A,4659,PPP1R12A
201605_x_at,CNN2,1265,CNN2
201606_s_at,PWP1,11137,PWP1
201607_at,PWP1,11137,PWP1
201608_s_at,PWP1,11137,PWP1
201609_x_at,ICMT,23463,ICMT
201610_at,ICMT,23463,ICMT
201611_s_at,ICMT,23463,ICMT
201612_at,ALDH9A1,223,ALDH9A1
201613_s_at,AP1G2,8906,AP1G2
201614_s_at,RUVBL1,8607,RUVBL1
201615_x_at,CALD1,800,CALD1
201616_s_at,CALD1,800,CALD1
201617_x_at,CALD1,800,CALD1
201618_x_at,GPAA1,8733,GPAA1
201619_at,PRDX3,10935,PRDX3
201620_at,MBTPS1,8720,MBTPS1
201621_at,NBL1,4681,NBL1
201622_at,SND1,27044,SND1
201623_s_at,DARS,1615,DARS
201624_at,DARS,1615,DARS
201625_s_at,INSIG1,3638,INSIG1
201626_at,INSIG1,3638,INSIG1
201627_s_at,INSIG1,3638,INSIG1
201628_s_at,RRAGA,10670,RRAGA
201629_s_at,ACP1,52,ACP1
201630_s_at,ACP1,52,ACP1
201631_s_at,IER3,8870,IER3
201632_at,EIF2B1,1967,EIF2B1
201633_s_at,CYB5B,80777,CYB5B
201634_s_at,CYB5B,80777,CYB5B
201635_s_at,FXR1,8087,FXR1
201636_at,FXR1,8087,FXR1
201637_s_at,FXR1,8087,FXR1
201638_s_at,CPSF1 /// MIR1234 /// MIR939,29894 /// 100126351 /// 100302196,CPSF1
201639_s_at,CPSF1 /// MIR1234 /// MIR939,29894 /// 100126351 /// 100302196,MIR6849
201640_x_at,CLPTM1,1209,CLPTM1
201641_at,BST2,684,BST2
201642_at,IFNGR2,3460,IFNGR2
201643_x_at,KDM3B,51780,KDM3B
201644_at,TSTA3,7264,TSTA3
201645_at,TNC,3371,TNC
201646_at,SCARB2,950,SCARB2
201647_s_at,SCARB2,950,SCARB2
201648_at,JAK1,3716,JAK1
201649_at,UBE2L6,9246,UBE2L6
201650_at,KRT19,3880,KRT19
201651_s_at,PACSIN2,11252,PACSIN2
201652_at,COPS5,10987,COPS5
201653_at,CNIH,10175,CNIH1
201654_s_at,HSPG2,3339,HSPG2
201655_s_at,HSPG2,3339,HSPG2
201656_at,ITGA6,3655,ITGA6
201657_at,ARL1,400,ARL1
201658_at,ARL1,400,ARL1
201659_s_at,ARL1,400,ARL1
201660_at,ACSL3,2181,ACSL3
201661_s_at,ACSL3,2181,ACSL3
201662_s_at,ACSL3,2181,ACSL3
201663_s_at,SMC4,10051,SMC4
201664_at,SMC4,10051,SMC4
201665_x_at,RPS17 /// RPS17L,6218 /// 100505503,RPS17
201666_at,TIMP1,7076,TIMP1
201667_at,GJA1,2697,GJA1
201668_x_at,MARCKS,4082,MARCKS
201669_s_at,MARCKS,4082,MARCKS
201670_s_at,MARCKS,4082,MARCKS
201671_x_at,USP14,9097,USP14
201672_s_at,USP14,9097,USP14
201673_s_at,GYS1,2997,GYS1
201674_s_at,AKAP1,8165,AKAP1
201675_at,AKAP1,8165,AKAP1
201676_x_at,PSMA1,5682,PSMA1
201677_at,C3orf37,56941,HMCES
201678_s_at,C3orf37,56941,HMCES
201679_at,SRRT,51593,SRRT
201680_x_at,SRRT,51593,SRRT
201681_s_at,DLG5,9231,DLG5
201682_at,PMPCB,9512,PMPCB
201683_x_at,TOX4,9878,TOX4
201684_s_at,TOX4,9878,TOX4
201685_s_at,TOX4,9878,TOX4
201686_x_at,API5,8539,API5
201687_s_at,API5,8539,API5
201688_s_at,TPD52,7163,TPD52
201689_s_at,TPD52,7163,TPD52
201690_s_at,TPD52,7163,TPD52
201691_s_at,TPD52,7163,TPD52
